event_id,user_id,event_time,event_type,metadata
71c3b49a-85d1-4c39-b5e2-f96a46f2512a,user_power_16,2026-02-20 00:04:00,page_view,path_/14
80e297c0-3b45-4d3b-8dfc-048378da3f43,user_power_7,2026-02-20 11:04:00,add_to_cart,path_/9
00b23869-44ac-4a20-92e9-b66d52998e60,user_power_11,2026-02-20 13:55:00,add_to_cart,path_/13
3f8c4a94-8dbe-42e6-9500-bacfa5e82991,user_power_10,2026-02-20 07:58:00,scroll,path_/13
9933fa3b-20b9-4780-9293-d4042860f33b,user_power_7,2026-02-20 06:26:00,scroll,path_/4
c3d764e7-2e46-4c28-ab5c-56c96de32db8,user_power_6,2026-02-20 22:04:00,page_view,path_/15
f3d1b7b8-0e6c-43fc-8757-01415901f9b9,user_power_4,2026-02-20 13:13:00,click,path_/14
8c6be3e2-a9e8-4131-b4bc-fee9ba43d36b,user_power_6,2026-02-20 05:58:00,scroll,path_/2
12584c37-6486-4da9-b326-89fbd2fa9095,user_power_5,2026-02-20 20:59:00,add_to_cart,path_/14
73242cac-b680-45fb-81dc-dfefcefddcc6,user_power_10,2026-02-20 20:57:00,scroll,path_/11
93231f75-c1e4-45b4-a857-f7c1d5b09112,user_power_16,2026-02-20 03:18:00,click,path_/4
2ff0ad8f-3f5f-4c1a-b774-0b6c7b3b2ead,user_power_13,2026-02-20 15:40:00,scroll,path_/16
c2a7ca38-10f0-4131-8ce0-e1667116ed69,user_power_0,2026-02-20 14:03:00,add_to_cart,path_/1
e900fbd0-d396-487c-829e-b314a1b064dd,user_power_10,2026-02-20 15:11:00,page_view,path_/18
c824f70c-6570-42d6-8645-811c1f6e1ce7,user_infrequent_20,2026-02-20 15:55:00,scroll,path_/12
d15ce76c-1618-46e9-8e8b-8032e770a762,user_power_4,2026-02-20 06:49:00,add_to_cart,path_/16
cebe92bd-194b-49ae-ad63-e3c10d780d18,user_infrequent_2,2026-02-20 15:12:00,click,path_/13
4d24c3e8-7298-4261-9b7e-73dcf217a0ca,user_power_4,2026-02-20 12:00:00,click,path_/3
4017c8d7-9861-43e2-a971-86d50bd9f570,user_infrequent_56,2026-02-20 12:48:00,click,path_/13
ef70b80a-14e4-4174-9a01-307aeec09d53,user_power_4,2026-02-20 05:21:00,click,path_/3
343b0926-1dcf-4606-bc7b-0004c05070c2,user_power_4,2026-02-20 14:58:00,add_to_cart,path_/18
cc36936d-10dd-4f5f-88cf-ef6879843676,user_power_7,2026-02-20 04:26:00,page_view,path_/16
f54196da-e5dc-4600-8246-7ea02f542ed1,user_power_19,2026-02-20 19:49:00,page_view,path_/1
a6d5a540-3d46-449a-8995-5cf52ab9a15f,user_power_16,2026-02-20 06:09:00,add_to_cart,path_/13
be3eee7f-03d3-4350-a78f-7b72297b60ce,user_power_15,2026-02-20 04:33:00,click,path_/18
5a5d9242-cb5b-4f5e-adff-c4f1294d4ef8,user_infrequent_76,2026-02-20 10:21:00,click,path_/10
8d3bb4e4-3345-4a18-8651-134180628802,user_power_11,2026-02-20 09:13:00,add_to_cart,path_/19
