event_id,user_id,event_time,event_type,metadata
2031149c-b9c6-4261-90c1-8a81bb316dec,user_power_15,2026-02-21 10:48:00,scroll,path_/11
545e0b29-451c-45f3-8ecf-1de690f8ea7a,user_power_3,2026-02-21 02:08:00,add_to_cart,path_/9
9d1306bf-e356-46bf-914a-aa5696190edf,user_power_8,2026-02-21 16:21:00,page_view,path_/10
6860af8b-dd5a-44a9-bb19-f5eac30f5784,user_power_1,2026-02-21 10:55:00,add_to_cart,path_/18
55f1cdec-ed3f-4f10-96de-5c9cba23b92e,user_power_5,2026-02-21 06:24:00,page_view,path_/10
199e6369-b874-45a9-b7cb-0fab3b36f2fb,user_power_15,2026-02-21 14:45:00,page_view,path_/5
3ea8d05a-e841-4bea-ab70-9d3ca28cb1eb,user_power_8,2026-02-21 08:11:00,scroll,path_/15
58f54752-0677-4d39-b8b6-3f4a72fe575f,user_power_4,2026-02-21 17:22:00,click,path_/14
3a7fcb52-34ed-49df-bf3d-acb8efb6628a,user_power_15,2026-02-21 08:08:00,page_view,path_/13
012f6955-c69b-41ca-9f45-8a037f0d04a3,user_power_1,2026-02-21 16:04:00,scroll,path_/10
b2960b04-8353-427e-9e87-60570217421f,user_power_2,2026-02-21 20:37:00,scroll,path_/4
a4308a71-d79a-4f11-a3b1-4e82d19e687a,user_power_1,2026-02-21 05:05:00,add_to_cart,path_/4
23af84c1-0867-454d-958c-367da7553c84,user_power_1,2026-02-21 01:39:00,page_view,path_/5
1a3bfe27-a9ae-409c-ac11-e79237470e87,user_infrequent_11,2026-02-21 00:35:00,click,path_/16
57759883-f99a-44ba-8de3-d2918ae0bf22,user_infrequent_45,2026-02-21 04:09:00,click,path_/16
c57ffd70-b815-4714-950c-091f3d286b44,user_power_14,2026-02-21 17:41:00,scroll,path_/3
b39bd939-dffc-432c-a6b4-429d71e3eb16,user_power_0,2026-02-21 21:48:00,click,path_/19
4933bcd0-4a57-44cc-9971-fc70a9fc1f90,user_power_13,2026-02-21 23:58:00,click,path_/10
669a35be-b551-4b7b-81e1-b9ddaf4d940c,user_power_6,2026-02-21 20:57:00,add_to_cart,path_/15
3b646f2e-80ad-46d0-afdf-429d94c49c07,user_power_12,2026-02-21 12:46:00,scroll,path_/18
f8e69fc6-ae5c-4f81-b791-aff2c2723ce3,user_power_12,2026-02-21 21:08:00,add_to_cart,path_/5
e85c1a47-5bc7-46a5-a777-4169409795a5,user_power_19,2026-02-21 05:55:00,page_view,path_/13
b8265b5a-e752-406e-919d-8ca5905cff1c,user_power_0,2026-02-21 05:02:00,add_to_cart,path_/6
c7d06ce6-e0d0-4847-a22f-c677a1dac8ae,user_power_4,2026-02-21 07:43:00,add_to_cart,path_/12
d78da07d-6013-44ec-b05c-389003a5ef53,user_power_10,2026-02-21 13:54:00,page_view,path_/1
a622cedf-2d02-482d-b86d-239e96ed7fcc,user_power_9,2026-02-21 12:59:00,scroll,path_/12
b85e9ed0-e62c-4e5e-99aa-33b546550926,user_power_4,2026-02-21 18:56:00,click,path_/5
55a48170-1196-4f90-83e3-e2a6171424ce,user_power_13,2026-02-21 23:30:00,page_view,path_/3
33d62cf2-c460-42a6-8ac0-dba7ac7a6858,user_power_19,2026-02-21 04:35:00,add_to_cart,path_/3
ecc16830-a02b-4360-bf62-c18dc94c66e8,user_power_6,2026-02-21 05:48:00,scroll,path_/7
c1cf83a4-13f2-463d-a9b6-e6f6c2801175,user_power_5,2026-02-21 14:21:00,add_to_cart,path_/2
a62a1579-7993-4b1c-a9db-2c083877dd2d,user_power_2,2026-02-21 15:46:00,click,path_/12
985fe95b-1a04-44f8-b3b8-3ad7f17b2b58,user_power_11,2026-02-21 07:02:00,page_view,path_/1
28ddddc3-1509-4e40-8f8d-9231e24ff2c9,user_power_18,2026-02-21 19:59:00,page_view,path_/7
7aa8c736-93f7-47d2-b215-96c0ec55009b,user_power_11,2026-02-21 03:19:00,click,path_/14
66c439ab-4680-4ca6-96d7-5e9622a0915c,user_power_5,2026-02-21 05:15:00,scroll,path_/16
5f7bf45f-e812-428f-8b60-1209bd848160,user_power_9,2026-02-21 16:01:00,add_to_cart,path_/1
7990724f-56f4-4dac-a25f-e491e5e67682,user_power_16,2026-02-21 20:09:00,add_to_cart,path_/5
bdbe7eeb-868a-4063-b554-e836b8fbed2e,user_power_0,2026-02-21 18:28:00,scroll,path_/16
2d8747b7-ae19-4c93-aeaf-db2da54cd168,user_power_11,2026-02-21 05:16:00,page_view,path_/7
d707781d-d0f4-481f-93d2-cb9d83f4290d,user_power_2,2026-02-21 12:56:00,page_view,path_/1
7ceb36f1-76c4-46d2-8879-c551882e4010,user_power_13,2026-02-21 16:32:00,click,path_/7
d9deca68-98e1-4eee-a6c6-de5cd3f45bf8,user_power_18,2026-02-21 23:38:00,click,path_/15
2a31e4a7-63dc-49ee-8ef2-e2351658cb85,user_power_1,2026-02-21 16:05:00,scroll,path_/13
c9621a30-6ee2-4113-b598-bf947bdcb961,user_power_14,2026-02-21 08:47:00,add_to_cart,path_/2
81a915d0-dcd2-46d8-a509-0335e5d790bb,user_power_15,2026-02-21 07:13:00,scroll,path_/18
ed6b9cb6-7ba7-46ca-894d-10e11d95fbca,user_power_10,2026-02-21 22:09:00,scroll,path_/16
adb73852-b47c-4754-a21c-4b4002727396,user_power_11,2026-02-21 07:46:00,click,path_/15
d8ba521a-8643-4f94-aeeb-d163443205b1,user_power_6,2026-02-21 15:41:00,add_to_cart,path_/7
0ddb51a8-025b-4a72-b810-6efd4db75e14,user_power_2,2026-02-21 16:11:00,page_view,path_/10
c45e856b-b810-4723-a395-c746dccff818,user_power_2,2026-02-21 21:55:00,add_to_cart,path_/11
2749748b-c3d5-4e26-a37c-45cc6bf1af95,user_power_12,2026-02-21 04:25:00,add_to_cart,path_/2
d2ba6e39-df42-4029-8852-92ff23d873dc,user_power_1,2026-02-21 06:49:00,click,path_/17
1d5133ab-1936-496b-ad92-9ea325c5edca,user_power_0,2026-02-21 13:28:00,scroll,path_/9
8b6f3f84-d15a-4069-82da-15eefc9a8c41,user_power_6,2026-02-21 16:50:00,click,path_/5
9a6346e0-01b3-4c45-a668-9cfb857d3309,user_power_19,2026-02-21 01:24:00,click,path_/6
b5aa2dae-e462-4a6d-a6bc-e63c6b5e5543,user_power_4,2026-02-21 08:17:00,page_view,path_/12
1065abe4-284b-4582-97a5-0059e3309006,user_power_11,2026-02-21 20:46:00,page_view,path_/19
a1ae79a8-63be-4667-906b-29d58c85bdf2,user_power_1,2026-02-21 22:10:00,click,path_/17
70447ac9-7d61-45fc-a229-e1f9d3429dda,user_power_13,2026-02-21 07:01:00,scroll,path_/13
aef6b251-6e01-4dba-bd13-7e0091d85257,user_power_8,2026-02-21 11:29:00,click,path_/16
88598549-3cdd-46d1-aa54-191c525028c6,user_power_9,2026-02-21 13:53:00,add_to_cart,path_/4
116aec2c-cd82-4c9f-b73d-cf6af2ef9cf2,user_power_7,2026-02-21 07:59:00,scroll,path_/9
21d18105-6c59-4801-b78e-67a36274dab5,user_power_16,2026-02-21 00:53:00,click,path_/12
4b2f1d60-ab68-437e-bb38-7288f7d398e2,user_power_10,2026-02-21 22:30:00,click,path_/2
5929c2c8-9bc1-44ce-8e1a-2725e915f4d2,user_power_12,2026-02-21 22:44:00,add_to_cart,path_/2
0f92e121-035c-433e-83d9-f97e25dadf6d,user_power_7,2026-02-21 08:43:00,add_to_cart,path_/5
7b5a08c2-7aa0-4c42-9579-1dd0f426b3b7,user_power_14,2026-02-21 08:05:00,add_to_cart,path_/8
b4553635-d3bc-4d77-be96-1b416eb405e3,user_power_16,2026-02-21 02:53:00,add_to_cart,path_/14
b823c00a-24bb-473a-ac97-cc2ee3fcf27e,user_power_14,2026-02-21 19:17:00,add_to_cart,path_/5
96010d70-dbc6-4517-ab15-65285217fa04,user_power_3,2026-02-21 22:32:00,add_to_cart,path_/6
beb98d61-393b-4fac-b1c5-8a8f8eb25e6a,user_power_5,2026-02-21 00:32:00,click,path_/1
773df4dc-7c3c-4804-b371-ccdf9462b160,user_power_4,2026-02-21 10:54:00,page_view,path_/1
940df367-a9ab-423f-bf29-3361620fa942,user_power_3,2026-02-21 21:28:00,click,path_/10
227c2f55-bf55-43ff-8676-e7881246ac25,user_power_13,2026-02-21 15:55:00,page_view,path_/12
82ef5b90-98d5-4eb5-a792-6c258fd4a990,user_power_0,2026-02-21 17:46:00,page_view,path_/15
2c09fa16-0215-4e7b-9f9e-3e12bfb9d143,user_power_19,2026-02-21 16:18:00,click,path_/19
d08e3d8d-b157-40c2-baf7-2fe8dc0e1e94,user_power_15,2026-02-21 18:04:00,add_to_cart,path_/7
d52bb692-9e5c-47b9-b557-e2c3de880cda,user_power_5,2026-02-21 06:14:00,scroll,path_/2
23b2d5c6-9228-4466-8b06-fa2d27f6838b,user_power_18,2026-02-21 20:08:00,page_view,path_/5
361ee7ba-5bb7-477e-9aa1-43334bdbd2ea,user_power_12,2026-02-21 23:12:00,add_to_cart,path_/4
c33ccbb2-5b97-44ec-936b-8d41ef38803a,user_power_11,2026-02-21 02:13:00,scroll,path_/2
809ecddb-9cb1-4ed8-be2f-396e0ba2bef3,user_power_16,2026-02-21 03:50:00,add_to_cart,path_/2
