event_id,user_id,event_time,event_type,metadata
74ec8070-9431-42b8-81e5-77a84b8ce4ee,user_power_3,2026-02-24 08:15:00,scroll,path_/16
b1f6bc58-7c73-4f98-90ad-1d2552daa5c6,user_power_7,2026-02-24 06:48:00,click,path_/14
7b027e87-7461-4eff-97c0-6079d65e1de1,user_power_3,2026-02-24 07:19:00,page_view,path_/8
9ba50fc9-9a36-493f-9102-e794062d3129,user_power_18,2026-02-24 16:31:00,page_view,path_/5
892caddc-5187-4b64-a092-8948c76c8bef,user_power_3,2026-02-24 03:02:00,scroll,path_/9
f598bb53-e90d-4cf0-ba68-8e4ac59d976c,user_power_15,2026-02-24 16:41:00,click,path_/16
551117d6-9b39-4821-93c3-1193049fdbaa,user_power_14,2026-02-24 15:06:00,page_view,path_/12
90c15f85-460b-40e8-ba70-bc3af1c74ba1,user_power_0,2026-02-24 08:55:00,scroll,path_/17
68b6ea93-a847-4c6b-bbec-67b37db85cb6,user_power_6,2026-02-24 23:22:00,add_to_cart,path_/16
f2daa63e-ef5a-4b34-bff5-d2320b6214cb,user_power_0,2026-02-24 17:26:00,scroll,path_/13
983992f1-34eb-4fa0-a573-cd806be4c4e9,user_power_13,2026-02-24 10:10:00,page_view,path_/1
da61a5bf-89d8-4c9c-8d94-4d93f3e3b3f4,user_power_12,2026-02-24 23:10:00,page_view,path_/15
42b542f2-ede7-4aa4-b701-f924d9c2589a,user_power_8,2026-02-24 07:19:00,add_to_cart,path_/16
ee20ff2a-7ece-4b79-ac59-b33b549c606c,user_power_0,2026-02-24 12:38:00,add_to_cart,path_/13
c60624e8-85bb-4ccf-b25f-f4c4e001f3f5,user_power_0,2026-02-24 15:47:00,page_view,path_/5
378585a2-a0b7-453b-ac9f-728a47452783,user_power_9,2026-02-24 02:16:00,add_to_cart,path_/11
463e6708-79a1-47f5-8155-af8eaf299850,user_power_2,2026-02-24 09:22:00,add_to_cart,path_/17
9f694c9a-bde0-4370-b3b1-2594cc7324d5,user_power_18,2026-02-24 01:48:00,click,path_/18
9a3866c7-bc85-401b-b57c-cdfb74773b7c,user_power_11,2026-02-24 20:56:00,page_view,path_/12
54415867-c779-448e-9945-5f87ca708d0c,user_power_7,2026-02-24 19:25:00,add_to_cart,path_/9
47c00d13-8ebf-4c2c-9aea-a2f096f1963f,user_power_9,2026-02-24 06:20:00,page_view,path_/10
699e2f0e-c1de-4bfb-8d32-167aeec176dc,user_power_18,2026-02-24 04:41:00,scroll,path_/17
c80b1ded-9181-411c-9553-0ffe65f97f94,user_power_4,2026-02-24 06:42:00,page_view,path_/8
e90a7304-585f-4153-8b90-2b07a5dc570b,user_power_0,2026-02-24 20:33:00,add_to_cart,path_/18
f7f283a4-ec11-43fb-bf12-b1162af12cc6,user_power_4,2026-02-24 01:09:00,scroll,path_/16
