event_id,user_id,event_time,event_type,metadata
1d705960-6b25-41fe-9052-5b64a7c83653,user_infrequent_58,2026-02-19 21:42:00,add_to_cart,path_/5
efe1d6fb-612f-49a9-beda-8d49576db8ee,user_power_18,2026-02-19 03:57:00,add_to_cart,path_/17
ea4f2d99-ec1e-40ee-9b13-32ac81248717,user_power_4,2026-02-19 04:53:00,scroll,path_/2
bade7255-9ec2-475f-bb8f-aefe430dc6e9,user_infrequent_45,2026-02-19 05:27:00,click,path_/9
13e2e5ef-4c83-411d-b365-2aeb3a68e9ad,user_power_9,2026-02-19 01:43:00,page_view,path_/16
92c36f0d-5b0a-4ae7-901f-77921cbb7a83,user_power_2,2026-02-19 22:51:00,click,path_/14
1fe108a0-9d61-4325-bb73-6a8204ff7a04,user_power_19,2026-02-19 18:51:00,add_to_cart,path_/11
e26c7453-e18c-4e29-a423-7ef4658ff50d,user_infrequent_59,2026-02-19 08:26:00,page_view,path_/6
572fd0e1-09fb-4d0b-ac20-d954ba5e3c9c,user_infrequent_62,2026-02-19 05:09:00,page_view,path_/2
b8e32d89-dea6-4205-8710-67159c0fcef1,user_infrequent_45,2026-02-19 09:47:00,add_to_cart,path_/2
64b10cde-85b6-44ee-ab6e-2d59a26b3625,user_power_4,2026-02-19 10:39:00,scroll,path_/16
a2b7f9d9-909a-44f8-bb43-3b6251e888b8,user_infrequent_13,2026-02-19 03:24:00,add_to_cart,path_/7
27d2de93-f343-4274-82c0-58d4da92932d,user_power_10,2026-02-19 00:18:00,click,path_/7
468a3d9a-4e19-4f20-9468-564c3ab73582,user_infrequent_6,2026-02-19 12:08:00,page_view,path_/5
e0ebed57-ee45-4950-9098-ac926faa7cfb,user_power_4,2026-02-19 01:51:00,page_view,path_/14
d13435e0-7691-4d49-b02a-3fac67e9e3dc,user_power_4,2026-02-19 11:35:00,add_to_cart,path_/9
168851d8-481d-4e10-891c-744c34978d31,user_power_8,2026-02-19 17:28:00,page_view,path_/18
101f74da-fa53-4ea2-bc45-a409ac679eac,user_infrequent_66,2026-02-19 06:43:00,scroll,path_/18
2b9fac2a-1f6c-40e9-970e-00a277150a73,user_power_1,2026-02-19 10:35:00,click,path_/16
7eb75efd-fa20-453b-ac3f-2234babd8a0c,user_power_1,2026-02-19 01:22:00,page_view,path_/15
4728ca84-98d2-4735-b549-006ba306647d,user_power_6,2026-02-19 15:29:00,add_to_cart,path_/3
43a357b3-b9c7-448d-8eb6-0f3e6304ddc1,user_power_0,2026-02-19 20:47:00,page_view,path_/9
