event_id,user_id,event_time,event_type,metadata
1cd06d8b-1162-40ca-94ce-3c0d221f73c3,user_power_10,2026-02-22 17:20:00,scroll,path_/11
8057ad7d-1efa-497e-a8ee-8cb08fe87761,user_power_1,2026-02-22 18:59:00,add_to_cart,path_/16
5c2ecb36-65f4-479f-a8dd-54eb112ecac9,user_power_6,2026-02-22 15:46:00,add_to_cart,path_/2
0abe6b1c-4a40-49a3-ace5-948960870068,user_power_12,2026-02-22 23:29:00,click,path_/13
d3f3a888-7a44-42d7-a72d-7778a3e1c92b,user_power_15,2026-02-22 10:12:00,page_view,path_/9
ff1bf5f1-cecf-44d5-b499-2e1a74f107f8,user_power_5,2026-02-22 11:44:00,scroll,path_/6
03f2ba02-6cfb-4510-ad9c-59b585c0e298,user_power_6,2026-02-22 06:30:00,page_view,path_/9
084d84e5-8235-4b8b-878b-b137e2e46ba8,user_power_6,2026-02-22 07:48:00,add_to_cart,path_/12
63bc708a-78f3-4afa-afb2-8c8ec14a83cb,user_power_16,2026-02-22 08:16:00,add_to_cart,path_/3
a9d12730-4a83-4ae0-8e6d-8b6aad0fb3cd,user_power_0,2026-02-22 09:53:00,scroll,path_/8
3438e225-9892-4706-9ec0-966a2797dd38,user_power_10,2026-02-22 03:42:00,click,path_/3
51caca5d-8295-4a4a-9430-4cd306de9a36,user_power_15,2026-02-22 11:17:00,add_to_cart,path_/13
03858514-9345-478b-b984-4d91e6e0284b,user_power_15,2026-02-22 11:58:00,add_to_cart,path_/17
fd9a7fc4-97ba-4b8f-bcb5-727d389f9743,user_power_16,2026-02-22 09:28:00,page_view,path_/3
e93a951d-83da-425b-9df7-19dcc5601042,user_power_4,2026-02-22 02:05:00,add_to_cart,path_/12
786431c3-95e1-47d9-ad28-52f6e91018a7,user_power_1,2026-02-22 22:36:00,page_view,path_/15
fba76430-df68-4744-a8a1-afd6b18c8a4f,user_power_0,2026-02-22 20:10:00,page_view,path_/3
a72d2c33-32fe-40f4-a605-21a1d00710ac,user_power_3,2026-02-22 04:06:00,click,path_/6
0dbeaefc-9269-4f09-a172-7cafffb8653a,user_power_13,2026-02-22 08:03:00,click,path_/11
b139120f-b048-4703-a16d-18336077c6d3,user_power_2,2026-02-22 22:06:00,scroll,path_/18
2b306d31-79e1-4971-8d37-5d700fdc103e,user_power_6,2026-02-22 00:06:00,scroll,path_/5
dd41a905-b3b5-4023-9876-e5af2a3bc943,user_power_16,2026-02-22 15:28:00,add_to_cart,path_/6
12a097c1-b230-4e95-8543-5c43a35405b1,user_power_12,2026-02-22 13:10:00,click,path_/10
a3dafc26-dd06-4e68-8db2-6deb1a853575,user_power_10,2026-02-22 10:34:00,page_view,path_/7
187c7c76-a75d-487f-b606-54bcdbc1273a,user_power_15,2026-02-22 10:20:00,page_view,path_/10
256d3d2a-9f50-44d2-943d-2d231ff7c3d1,user_power_9,2026-02-22 18:15:00,scroll,path_/11
9b6302b1-917a-4e2b-8f3b-e1bd7ab9bb8a,user_power_3,2026-02-22 22:29:00,add_to_cart,path_/12
660b0e1f-6981-46e6-941a-cd7174d155e9,user_power_5,2026-02-22 07:12:00,scroll,path_/12
8b2f0172-2dea-40f4-bf4a-f7b07348dc68,user_power_18,2026-02-22 08:37:00,scroll,path_/19
834dd3dd-f9e4-476c-9a70-3fb21434acec,user_power_0,2026-02-22 04:21:00,scroll,path_/11
ce568d32-5060-4abe-b1eb-46dc0424b03b,user_power_19,2026-02-22 01:53:00,page_view,path_/4
a42a9c7b-3124-47ef-9288-85eeeefa1539,user_power_17,2026-02-22 09:41:00,add_to_cart,path_/5
afc53bd4-f7f9-4a1c-9f32-724e372179c1,user_power_1,2026-02-22 21:10:00,add_to_cart,path_/8
07c77b07-38c7-4b67-ac34-61175c2d87ed,user_power_0,2026-02-22 04:50:00,add_to_cart,path_/2
96c5014d-9a68-446e-8a58-1075b60c23c4,user_power_17,2026-02-22 10:24:00,click,path_/7
e0760b89-69e6-458d-a4a7-6c0940630ee5,user_power_10,2026-02-22 21:38:00,scroll,path_/8
2f171ccf-a576-4c2e-b1f9-5165ef9a85c7,user_power_6,2026-02-22 13:30:00,scroll,path_/1
f6f65dc5-1847-4dc4-b40d-59624d555e0a,user_power_15,2026-02-22 02:55:00,add_to_cart,path_/2
f8fa3593-5b17-4d9f-a02c-74909072bbd8,user_power_0,2026-02-22 15:59:00,scroll,path_/15
21b2e538-dae0-4824-97d7-d42ff841e334,user_power_16,2026-02-22 15:10:00,add_to_cart,path_/18
68739e79-2bdb-4b01-b56b-39a81b2e9f5e,user_power_8,2026-02-22 21:25:00,scroll,path_/6
75c40f92-29c9-423b-98c0-42f5934814cf,user_power_3,2026-02-22 14:35:00,click,path_/3
e784bddf-9a5e-483e-90d2-080590195c5a,user_power_15,2026-02-22 05:27:00,click,path_/8
10507e5b-bd89-42ec-a8af-2311c5ce51a7,user_power_13,2026-02-22 07:25:00,click,path_/4
6dccace9-6bd3-4360-8fe0-841fc32c24ac,user_power_1,2026-02-22 14:25:00,add_to_cart,path_/5
436a1d90-cd63-470c-bacd-c9c2c864b808,user_power_11,2026-02-22 14:51:00,page_view,path_/5
3f274273-2974-43b6-9981-acfc9e6e7cc6,user_power_5,2026-02-22 10:07:00,click,path_/7
9262bc12-52c5-470f-bc9f-c64bed113dee,user_power_11,2026-02-22 05:10:00,click,path_/16
a7f2d8f6-b468-442f-838c-2e19b4937863,user_power_19,2026-02-22 05:26:00,scroll,path_/6
a31fa89a-ce0c-4b9a-9fb0-d6f2fd592e14,user_power_19,2026-02-22 03:15:00,add_to_cart,path_/10
ffdccb61-6e07-436c-8e78-e83a2f202e6e,user_power_16,2026-02-22 15:55:00,scroll,path_/4
a61bceac-b236-4e7c-b8d6-003afbca25e4,user_power_8,2026-02-22 22:45:00,click,path_/2
c332541c-2c9f-4eef-88b7-a68735f12fa8,user_power_18,2026-02-22 04:42:00,page_view,path_/2
715d3797-9876-4357-9d5d-a5c2f388cc49,user_power_14,2026-02-22 01:03:00,add_to_cart,path_/12
e1da627b-bb7e-45d2-a168-dfb1ae614988,user_power_12,2026-02-22 02:16:00,add_to_cart,path_/10
56269ed5-7ee2-4885-96eb-5b91146796f8,user_power_14,2026-02-22 04:58:00,click,path_/9
6adb4fbc-fcf4-40df-a410-aea269407a04,user_power_11,2026-02-22 10:26:00,scroll,path_/14
fe8c73a4-8d88-4ce9-98e5-c5cd882394a5,user_power_0,2026-02-22 13:48:00,add_to_cart,path_/13
25280853-5bc2-4a79-8852-5ecf3def4e81,user_power_5,2026-02-22 22:54:00,scroll,path_/17
3afc24bd-2db4-4e0d-bf67-a8b51cdd738e,user_power_14,2026-02-22 08:54:00,page_view,path_/11
5a5450c6-ea19-4cc7-9a11-efcb6c7e1010,user_power_2,2026-02-22 21:43:00,add_to_cart,path_/9
b3126c06-f896-472e-a8c2-d0caa9181609,user_power_1,2026-02-22 15:27:00,page_view,path_/13
1b5a0d12-e0e2-4c14-8485-0225202ed913,user_power_19,2026-02-22 19:53:00,click,path_/2
4e1c52b4-d9c2-4095-be65-8ef14b8c5aeb,user_power_17,2026-02-22 06:13:00,add_to_cart,path_/16
3251d046-c8ca-40a3-a6d7-090bc04d36e0,user_power_0,2026-02-22 07:04:00,click,path_/11
aaa9a7d4-2128-469f-88cb-77a2c20f4271,user_power_1,2026-02-22 21:14:00,add_to_cart,path_/9
fe4fecb2-3cbe-4795-8bbc-4d54d45857df,user_power_1,2026-02-22 07:09:00,add_to_cart,path_/10
937d9565-9529-4a04-b507-010230911b86,user_power_6,2026-02-22 06:01:00,scroll,path_/15
36666cd1-9d73-4bec-85bf-38157f541ef6,user_power_2,2026-02-22 12:04:00,page_view,path_/17
ba02b7b9-9634-4fce-8d71-9a108394cf9a,user_power_15,2026-02-22 19:59:00,scroll,path_/4
b801fc47-bbd2-42df-a1d5-f26af095d121,user_power_6,2026-02-22 05:09:00,page_view,path_/13
07ab32a9-d01f-427d-95a2-ae490c184770,user_power_7,2026-02-22 22:58:00,click,path_/5
156a2757-e5d4-4908-bec2-4968f1ec8869,user_power_2,2026-02-22 10:50:00,add_to_cart,path_/13
43a3ca50-db75-4226-9831-8d43a344ca84,user_power_13,2026-02-22 19:58:00,click,path_/11
ee5d0af8-dd88-448c-aa23-5739decaf0c1,user_power_3,2026-02-22 20:37:00,click,path_/9
21aa95e3-aab2-469c-a4e5-6576abc9a16b,user_power_1,2026-02-22 19:30:00,scroll,path_/14
52fd5998-1d66-4072-8938-de8cea917769,user_power_12,2026-02-22 09:55:00,scroll,path_/6
8932ea93-f6bc-4826-8bf7-dd936d7f4101,user_power_6,2026-02-22 02:44:00,add_to_cart,path_/15
db64683f-6a79-46ce-a705-873997f8cdfe,user_power_2,2026-02-22 07:49:00,add_to_cart,path_/5
bb41256d-c5c1-480a-8124-f3cdbeceb7cd,user_power_7,2026-02-22 22:46:00,click,path_/6
3f2548fe-69c9-46f8-92ea-7f23ecc21a73,user_power_5,2026-02-22 14:31:00,add_to_cart,path_/14
ddfd577f-0538-4472-af65-b4b8a42fbf17,user_power_11,2026-02-22 10:44:00,page_view,path_/8
